episode,reward,steps
963,-211.11092704312267,39
964,-164.4038350559544,36
965,-233.74953631953503,48
966,-268.83618546337135,52
967,-267.17168484333195,44
968,-226.60686221260121,38
969,-191.78112694038143,37
970,-208.935566497108,45
971,-183.29593870807395,40
972,-260.980376635669,43
973,-247.20437544119054,40
974,-142.05997027653507,35
975,-182.72163135604828,37
976,-315.7554163105105,57
977,-224.83678908462738,50
978,-190.38400432190096,40
979,-172.08642589911784,40
980,-297.1964856607624,54
981,-354.9434309602359,62
982,-223.30791956359508,45
983,-196.00421183942245,37
984,-275.7228721395525,46
985,-288.72987672314684,53
986,-188.29317195647255,44
987,-249.49191525114435,40
988,-352.7731243335861,60
989,-328.79925239672025,64
990,-252.191030511056,50
991,-208.12431914282328,53
992,-193.51358044514294,45
993,-156.60749312544567,40
994,-181.29644604022684,37
995,-93.16749608153688,46
996,-203.83758715240037,38
997,-192.57589859310892,44
998,-217.31022363346986,43
999,-197.26778107675426,37
1000,-140.70960945364763,40
1001,-261.9019590517215,51
1002,-189.05869483411257,36
1003,-170.22709226075438,52
1004,-280.30282883193513,60
1005,-196.95473256465246,37
1006,-224.67442950803954,55
1007,-215.49289007171214,45
1008,-224.99312751341424,53
1009,-236.16695608770024,48
1010,-186.6242399740706,37
1011,-210.9502560118997,42
1012,-190.46950709342823,44
1013,-176.68314987411486,44
1014,-184.61797757248692,36
1015,-249.0333144191592,40
1016,-200.36182124688187,42
1017,-245.40515484676675,45
1018,-210.91009094203815,45
1019,-215.73982585671573,42
1020,-136.064346064883,35
1021,100.0,1
1022,-184.10492693436157,42
1023,-256.6207875184091,49
1024,-287.5331534350214,50
1025,-226.94963295707382,45
1026,-326.1358373367385,60
1027,-222.43732131579685,39
1028,-219.9030201549152,40
1029,-214.1906321916046,39
1030,-236.49136623953277,38
1031,-180.13683671253273,36
1032,-265.0887706023702,47
1033,-218.84419849908787,54
1034,-179.51407363300436,36
1035,-226.04338494268907,36
1036,-141.01892955243454,35
1037,-204.0086183008432,51
1038,-283.76534130898835,55
1039,-229.71851462411107,37
1040,-302.1096644049519,53
1041,-200.36502692766365,45
1042,-212.64877576431792,47
1043,-228.22488731881697,41
1044,-248.45075751896596,42
1045,-143.64905798628672,39
1046,-205.8153569713888,50
1047,-205.81608829447634,41
1048,-157.68523124641965,37
1049,-268.186348137124,60
1050,-308.5653330788785,67
1051,-279.6981280819317,50
1052,-211.30544518166627,36
1053,-131.57009952712463,37
1054,-252.56409616620437,51
1055,-167.95531661967965,40
1056,-214.48473643146542,38
1057,-50.0,1
1058,-208.24795009361137,41
1059,-200.80077911849486,40
1060,-55.68690885212566,2
1061,-261.4770920064895,46
1062,-298.2372912381811,53
1063,-249.1317605804093,44
1064,-185.70105592318095,40
1065,-182.57737880835631,39
1066,-312.4285508992145,64
1067,-245.6978208726773,56
1068,-202.17750379440014,51
1069,-232.61845569152624,58
1070,-153.3845046200396,39
1071,-194.71744108514704,40
